asin,category,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B003S6ONQA,Grocery,"[1, 1]",5,I love these - take them with me when I travel because the hotels that have coffee makers only have powdered milk of not enough of the little creamers like these.,"01 17, 2014",A3RGGJZH8UZ4XQ,"S. Panebianco ""True American""",Use this all the time,1389916800
B00DS842HS,Grocery,"[0, 0]",5,"I am so glad to find such a great way to purchase organic, cold pressed coconut oil.  The service was first rate.  Quick delivery, and quality product.  I am so careful about the food I eat, and organic coconut oil is such a beneficial fat.  I try to ingest 3 Tablespoons a day.  I cook with it, fry with it, use it like butter on toast, and even use it as a body, face, and hair moisturizer.  To have it delivered so quickly to my door saves me shopping time.  It couldn't be more convenient.","02 10, 2014",A15UMZ1EGHMQUW,nmliz,Great way to purchase Coconut Oil,1391990400
B001GVIR9I,Grocery,"[0, 0]",5,"My son ate most of it. Must have liked it as it's all gone!I tried a bowl or two; best when broken up into smaller pieces, add milk and some honey if you like; very nice.","05 26, 2014",A4ANM0GLEMU1S,Peter M Delevoryas,Kids ate it all!,1401062400
B005FHVBO2,Grocery,"[0, 0]",5,"Tasty and hit the spot. Just the right amount of flavor and ready to serve at a party, after dinner or just to snack on when you are alone.  You will love them, I did.","03 3, 2014",A5569GB22V2DS,Judith,Ummm Ummm Good.,1393804800
B009YT2AJ2,Grocery,"[1, 1]",5,"I love chamomile, I love mint and with two splendas this is the perfect cup of tea.  I enjoy this not only in the evening to help relax but at work when things get stressful, it's a hot cup of calm.","02 1, 2014",A2XYNWW23PAN1Z,Bunnita,Not just for nighttime,1391212800
B001E5E06U,Grocery,"[0, 0]",5,"This is good stuff, you can eat it right out of the box dry!  Tastes so good.  It's very good for you too. They say it is not GMO and that is really great too.  The taste of this is fantastic.  You know you are eating something that's good and very good for you when you are eating this.","01 12, 2014",A315S3F1NHG7Y8,cdromm,Very good,1389484800
B005UBHT8K,Grocery,"[0, 0]",4,Cannot find this quality valve in all my big-box stores!Easy to install and replace the lousy plumber installed crap-valves which hurt your hand to shut OFF.,"04 1, 2014",A1SLXO1X3WMU5R,Stephen Anderson,Quarter turn brass shut-OFF valve,1396310400
B002RBTVGY,Grocery,"[0, 0]",5,"Seriously, these are just delicious.  My entire family loves them.  They contain that melt in your mouth chocolate that just puts a smile on your face.  It's hard to describe something that's just so perfect.  The only thing that would make these better would be to find out that they contain kale and spinach and the more you eat them, the more vegetables you receive.  Alas, they don't.... but just imagine that they do, and enjoy!","05 8, 2014",A1YCWZWOXLUAY5,Mom of Four Sons,Scrumptious!,1399507200
B000ENUC3S,Grocery,"[0, 0]",5,My favorite flavor of Larabar.  great around workout times for extra carbs.  as a bonus these are compatible with a paleo diet,"07 8, 2014",A12MZGEPV57BK,Mike H,My favorite flavor of Larabar,1404777600
B001E53020,Grocery,"[0, 0]",5,good price and good raisins if you want to make the Paul Harvey gin soaked raisins for aches and pains in joints.,"02 6, 2014",A1YUNDULXANI5N,Jazzy,great,1391644800
B00B9FWE4A,Grocery,"[0, 0]",5,Arrived on time and in good order. A great way to order coffee before it runs out. Highly recommended to all coffee lovers..,"03 10, 2014",A1MBJR4KCXES6X,"Ronald Cabral ""Ron Cabral""",Great coffee product,1394409600
B005EX6N2M,Grocery,"[0, 0]",5,"This product begins to provide the basis of a wonderful mushroom soup. All I do is add an additional variety of mushrooms, some saut&eacute;ed shallots, eight ounces of low-sodium beef broth and about eight ounces of half and half, and it all cooks  for less than 15 minutes. I do not stint on the quantity nor quality of mushrooms. Occasionally, I add some fine gratings of carrot, but that's about it.","05 2, 2014",A1DJ9FOEOA0WF1,citizen fact checker,Excellent product,1398988800
B000HGA782,Grocery,"[0, 0]",5,My kids and I both enjoy these.  I keep them in the car for quick snacks when we are on the go.,"01 2, 2014",AN8O5PNZVG1IL,M. Sparks,Great snack,1388620800
B008I1XLDQ,Grocery,"[1, 1]",5,"I LIKE THE KEURIG SYSTEM BRCAUSE YOU CAN TRY DIFERENT COFFEE AND FIND THE YOU YOU LIKE.THE MOST,I LIKE BROOKLYN COFFEE .ON ALL THE ONES THAT  I TRIED.... THERE ARE  MANY THAT IF I DO NOT LIKE IT FOR SOME WAY  YOU NOT HAVE TO ORDER THEM AGAIN","02 24, 2014",A2T8HBK60PAFX1,RAY,"I LIKE THE KEURIG SYSTEM BECASE YOU CAN TRY DIFERENT COFFEE, TEA, TRYING A  MIXTURE OF COFFEE BROOKLYN",1393200000
B002KMEC5K,Grocery,"[0, 1]",2,"I purchased this hoping to make healthier choices in my diet. However, this mayonnaise was not what I expected. I gave it to a friend of mine who uses organic food and lives at the health food store. She wasn't that crazy about it either.","01 2, 2014",A1XDP550N8ANQ2,"T-Whit ""Words With Teeth""",Odd taste,1388620800
B003EXVM66,Grocery,"[0, 0]",5,"Once I discovered this no-boil pasta for lasagna, I do not use the other kind.  I got an excellent deal with an Amazon coupon and my 20% subscription discount.  Great deal for an excellent product.  So easy to use and tastes great!","02 8, 2014",A1XQENKF1Z3HMJ,"D. ONEILL ""doneill""",Love these Lasagna Noodles!,1391817600
B004779XSM,Grocery,"[0, 0]",5,"I really enjoy it.  When I drink it on the way to work, my carpooler gets to enjoy the aroma.  She says my coffee always smells so good.","03 23, 2014",A2JOEQP6PAH22N,Willie W. Collier,Very good.,1395532800
B00GRNUELO,Grocery,"[0, 0]",5,"I am a coffee fanatic, normally the stronger the better, so long as it is not bitter. this medium roast may have converted me. It really is smooth, and the rich flavor was better than many of my old favorite &#34;deep&#34; roasts!","04 21, 2014",A2K22IGDSNM0WY,Deborah Levinson,Coffee Crazy!,1398038400
B001GVIS4M,Grocery,"[2, 2]",5,"This was a good buy as you get 3 boxes of yogurt starter and 3 packages to a box which will make a lot of yogurt.  The yogurt starter is a brand I like.  It has a good flavor to it.  It isn't a real tart yogurt starter, at least, in my opinion and I've used this brand every time I've made yogurt.  I highly recommend the Yogourmet  Freeze Dried Yogurt Starter.","02 17, 2014",AEMSGB00FL3YO,"Snow White ""SJ White &#34;amazon shopper&#34;""",Good Brand of Yogurt Starter,1392595200
B000N4G78C,Grocery,"[0, 0]",5,I have been looking for a powdered milk that would not upset my stomach.  I can use the amount I want to satisfy me.  I also use it for baking and making casseroles.  Good buy to whole milk,"04 30, 2014",A2U8G0BCM9CMJV,c.becker,the right stuff,1398816000
B002YJ6K2M,Grocery,"[0, 0]",5,Love this tea.  Buying in this quantity lets me have plenty for cold weather.  This is also a great way to save.,"04 3, 2014",A3O5UR6NHR4MRP,Amazon Customer,Good value,1396483200
B00471YHU2,Grocery,"[0, 0]",5,"I love this type of bread so much, just can't get enough of it. This is exactly what I expected.","06 17, 2014",A37G6U5E68MRME,Hanna Yuhava,Love it,1402963200
B008GVEYES,Grocery,"[0, 0]",3,The case was filled with loose formula grains.  I did not use this product as it seemed inadequately sealed (which gave me safety concerns).,"03 20, 2014",A2CZ98V784SRJ0,L. Perry,Containers open in case.,1395273600
B004NPFX2S,Grocery,"[1, 1]",3,"These are cute, very very tiny, and calorie filled, very sweet.  I enjoy them, and I think the price is reasonable at $8.00 since they are supposedly raw, organic and 100% natural.They make a nice snack if you take very tiny little bites and make it last, since it is calorie packed, it would be easy to just put the whole thing in your mouth, since they are so very small.I gave 3 stars for the size.  A bit small for an adult.","04 19, 2014",A1AW7OTQ9QX3IG,pen,very very tiny,1397865600
B006CFVN1M,Grocery,"[0, 0]",5,"Were crunchy but not super hard, just the right amount of cheese and garlic. Great for just a snack in the afternoon","02 21, 2014",A3TFNYBGM97M3V,kitchen girl,delicious,1392940800
B000EEWZG4,Grocery,"[0, 0]",3,I thought this brand was just okay. It didn't make me really want to purchase again after I tasted it the first time. I gave some cans away to friends and family to get rid of it.,"01 10, 2014",A2CQ2X9H9HY6W0,"PrettyInPink ""PIP!""",Not impressed,1389312000
B000LKWXRM,Grocery,"[0, 0]",3,"These cookies are flavored like golden oreos and as such are not really very vanilla flavored, which is what I was looking for. They are expensive for the quantity in the bag, and paying attention to the reviews I was expecting a really good cookie. These are small, hard, and not what I would recommend for that price.  If anyone knows where I can find a vanilla tasting &#34;vanilla&#34; sandwich cookie, please leave a comment, thanks in advance.","07 3, 2014",A171U5M9195JTE,"Carolina Kat ""Carolina Kat""",These cookies are flavored like golden oreos and as such are not really very ...,1404345600
B00H727T58,Grocery,"[0, 0]",5,"I eat popcorn almost every day. Yes, it can get boring so I try to find ways to make it more fun. The seasonings from Kernal Season's fill the bill perfectly. Just sprinkle it on immediately after the popcorn is done. It adds flavor, so you dont need butter or fattening oils. I like to use an air popper for microwave popper so I dont need any oil, and then add a sprinkle of this and wow! tastes so good its hard to believe how low calorie a snack it is. This is also amazing on baked potatoes!  When you add the flavor sprinkle, you get the flavor without the calories.  I have even been known to bring it to the movies and sprinkle it on my popcorn there. This stuff is great.I am excited to try the other flavors. mm good! Give it a try!","04 30, 2014",A2MHCTX43MIMDZ,"M. Johnson ""Tea Lover""",Love my Popcorn!,1398816000
B001EPPBCM,Grocery,"[0, 0]",5,"Best tasting pasta I have tried, thus I am impressed and yes will buy more in the future,  One ox came broken but this was the fut of the shipper and not product as they put a 6 pound can of cheese in the poorly packed box with item.  However I will buy more in the future and recommend to others,","01 8, 2014",A2UO040HWOP0C2,joe,Very goood,1389139200
B006E9N44K,Grocery,"[0, 1]",5,"Better than Teavana's, better than David's, better than all the other brands I've tried over the years. I love this tea.","02 19, 2014",A1YPPQBQXOAOMY,AMQCS,Best choice,1392768000
B0016LL5DS,Grocery,"[0, 0]",5,"I'm into organic, and happy to see one that tastes just like Nutella imo.","07 2, 2014",AFGRF6JPXBMOE,rusti_1,and happy to see one that tastes just like Nutella imo,1404259200
B000GFYRHG,Grocery,"[0, 0]",4,"I don't mind buying in quantity because I drink 1-2 cups per day.  Flavor stays fresh.  Lighter than English Breakfast & Earl Grey (which are both good, just too much for me to drink every day) but strong enough flavor to enjoy while others drink their coffee.","05 16, 2014",A33JFQ44GCGVG7,G. Haring,Best for my morning tea,1400198400
B00IRFM1JS,Grocery,"[0, 0]",4,"These cookies are very good.  They're sweet enough to hit the craving and filling enough that you probably won't mow through all of them.  However, they're expensive.  Were it not for their relatively high price, I would give them 5/5.","04 26, 2014",AANCJ2FKXEBMM,Evlded8503,"Great taste, high price.",1398470400
B00DRA8IPE,Grocery,"[0, 0]",4,"I am still not entirely sure what gluten is or why I should avoid it, but this Penne tastes very similar to regular pasta, maybe slightly more cardboard, which can be easily covered up with your favorite pasta sauce.  My biggest disappointment is the penne can get cold quite quickly so you have to eat it right out the pot if you like your pasta warm.","02 8, 2014",A1LHAXBM5GBJS2,Scooter McGavin,Decent Tasting Pasta,1391817600
B000EDBQ6A,Grocery,"[0, 0]",5,I use this sprinkled on my dogs food for a bit of extra nutrition. They are very easy to add to things because they are bland.,"01 31, 2014",A1XYPR4KENS3NV,"Deborah C. Beno ""Deborah""",Great product,1391126400
B00014CZP8,Grocery,"[0, 0]",5,"Wow, this tea is about half the price of one of the other best selling brands (even with paying for shipping) and it is all hibiscus.  Back in the day, I used the Alvita brand and got it from my health food store (since closed) and I started (lazy me) picking up whatever was available at the supermarket.  Then, voila, I find Alvita on Amazon.  Done.","03 23, 2014",A2D2CZMETCWS8S,Pat O'Brien,Alvita Hibiscus tea.  Good value and taste,1395532800
